text,CEFR
"Eva Meier Zentralplatz 1 Stadt X Computer-Spezialist OdenwaldstraÃe 5 Bonn Betreff: Bewerbung als Praktikantin Stadt X 22, Marz 2010 , Mit groÃem Interesse habe ich Ihre Anzeige in der Zeitung gelessen. Sie suchen eine leistungsfähige Praktikantin für den Verkauf in Ihre Geschäft. Deshalb möchte ich mich um diese Stelle Bewerben. Nach einem Erfolgreichen AbschluÃ meines Studiums in Betriebswissenschaften hätte ich gern meine Kenntnisse erweitern. Ich habe in meinem Studium nicht nur über die Grundlagen des Verkaufs gelernt sondern auch über Informatik. Ich habe seh viel interesse für elektronischer Datenverarbeitung. Und bin über Computers sehr begeistert. Ich bin Single deshalb verfüge ich über Flexibilität und Mobilität Ich erwarte meine fähigkeiten und kenntnisse in Ihre. Firma zu erweitern. Ãber einem persönlichen gespräch würde ich mich sehr freuen, damit Sie sich einem besseren eindruck von mir machen konnen. Die Stelle kann ich bereits ab den 23. Marz 2010 anfangen. Mit freundlichen GrüÃen, Eva Meier",B2
"Eva Winkelmann Müllergasse 12 Stadt X. Computer-Spezialist OdenwaldstraÃe 5, Bonn Stadt X Praktikum als Kauffrau Beruf und Informatik, mit groÃen interesse habe ich diese anzeige beim Stadt X Zeitung gelesen. Ich komme aus Kenia und geboren in Stadt Y. Nachdem meine Schulabschul habe ich deutsch Kur besucht und Computer IT-Systemkauffrau gemacht. Meine Interesse auf diese brief war Information und Kommunikation. Ich habe erfahrung über diese Beruf für 3 jahre, ich habe auch bei Siemens und Computer Investment gearbeitet. Ich bin flexible, intelligent, punktlich und gerne mag ich teamarbeit. Ich freue mich sehr zum eine antwort für ein Stelleangebot bei Ihnen. Mit freundlichen GrüÃen Eva Winkelmann",B1
Tobias Michael Meier Müller Müllergasse 12 1234 Stadt X Computer-Spezialist OdenwaldstraÃe 5 Bonn Stadt X den Mit groÃem Interesse habe ich Ihre Anzeige gelesen und bewerbe mich um eine praktikantenstelle bei Ihnen. In einer groÃem deutschen Firma ein Praktikum zu absolvieren war und ist immer mein GroÃer Wunsch. Nach meine Deutschkurz würde ich gerne die Zeit nutzen um meiner deutsche Kentnisse zu verbesern und Praktische erfarungen zammel zu können. in meinen Heimat habe ich ein Ausbildung als Programierer absolviert. und in einen -unreadable- Comupter Centrum gearbeitet. Englisch und Spanisch behersche ich in Schrift und Wort. Im team zu Arbeiten macht mir groÃe Freude aber ich kann auch allein mit die Kunden umgehen. Ich bin sehr mobil und Flexibel. In Ihren Firma konnte ich angfan Juni eintreten. auf eine Einladung zu geschprechen werde ich mich sehr freuen. Mit freundlichen GruÃen Tobias.,B2
"Katharina Müller Zentralplatz 12 Stadt X 22. März 2010 Computer-Spezialist Odenwaldstr. 5 Bonn Bewerbung als Vertriebspraktikantin Ihre Anzeige vom in der Morgenpost. , mit groÃem interesse habe ich Ihre Anzeige gelesen und bewerbe mich um eine Praktikantinstelle bei Ihnen. Es war schon immer mein gröÃter Wunsch, in einer groÃen deutschen Firma tätig zu sein. Nach meinem Deutshkurs würde ich gerne die Zeit nutzen, um praktische Erfahrungen in Deutschland zu sammeln. Dabei möchte ich auch meine Deutschkenntnisse verbessern. Nach dem Schulabschluss habe ich in meiner Heimat eine Ausbildung als IT-Systemkauffrau absolviert. Ich habe 3 Jahre bei einer Firma in Südafrika als Betriebswirtschaftslehrin gearbeitet. Ich arbeite gerne im Team, den die Zusammenarbeiten mit macht mir viel SpaÃ. Auserdem kann ich auch allerdings gut selbststandig Aufgaben bearbeiten. Ich spreche flieÃend Deutsh und Englisch. Eine Praktikum konnte ich Anfang April antreten. Ãber eine einladung würde ich mich sehr freuen.",B2
"Eva Müller Zentralplatz 12 Stadt X Computer-Spezialist OdenwaldstraÃe 5 Bonn Stadt X, Bewerbung , mit groÃem Interesse habe ich Ihre Anzeige im Internet gelesen und möchte mich bei Ihnen um eine Praktikumstelle bewerben. In einer Firma in Deutschland ein Praktikum zu absolvieren war schon lange mein groÃe Wunsch. Nach der Schule habe ich in meiner Heimat Fremdsprachen an Pädagogischen Institut von Stadt Y studiert. und danach habe ich eine Ausbildung als Kauffrau absolviert. Meine Muttersprachen sind Russisch und Georgisch Ich spreche flieÃend Englisch und habe gute Kenntnisse in Deutsch AuÃerdem habe ich viel Erfahrung im Ungang mit Computern. Ich bin flexibl und eine Zusammenarbeit mit anderen macht mir viel SpaÃ. Durch ein Praktikum in Ihrer Firma kann ich berufliche Kenntnisse erwerben und mein Deutsch verbessern. Ãber eine positive Antwort von Ihnen würde ich mich sehr freuen. Mit freundlichen GrüÃen Eva Müller",B2
"Katharina Müller Zentralplatz 12 Stadt X Computer-Spezialist OdenwaldstraÃe 5 Bonn Bewerbung um einer Berufspraktikum Stadt X, , Ihre Anzeige im Internet habe ich gelesen und interessire mich sehr dafür. Deshalb möchte ich bei Ihrer Computer-Spezialist Firma bewerben. Es war immer meiner gröÃter Wunsch in eine Deutsche Firma als Berufspraktikum machen. Nach meinem Deutschkurs würde ich die Zeit nutzen erste Erfahrungen sammeln. Dabei möchte ich meine Deutschkenntnisse verbessern. Nach meinem Schulabschluss habe ich Informatik studiert. Zwei Jahre im Beruf gearbeitet. Ich arbeite gerne im Team, denn die Zusammenarbeit mit anderen macht mir viel SpaÃ. Ich spreche flieÃend Polnisch, Deutsch, habe gute Kenntnisse in Russisch und Englisch. Eingentlich könnte ich die Aufgabe selbständlich Bearbeiten Ich kann ab sofort anfangen. Acht Stunden am tag. Am Wochenende möchte ich am libsten frei haben. Ich würde mich sehr freuen wenn Sie mir geben würden die Möglichkeit, Persönlich kennen zu lernen und mit Ihnen freue ich mich bereit. Mit freundlichen GrüÃen Katharina Müller",B1
"Computer-Spezialist Stadt X OdenwaldstraÃe 5 Bonn Bewerbung als Vertriebspraktikantin Sehr geehrtet Damen und Herren Ich habe im Internet Ihr Anzeige im Berliner Morgen Post gelesen und Ich möchte hier mich Bewerben. Ist mein groÃter wunsch im Ihren Firma arbeite; im mein Heimat habe Ich, Kaufmännischerin Beruf und Informatik gelernt. Zu erst war ich im einer Hotel gearbeitet, 1999 habe Ich bei Siemens gearbeitet; bis 2003, daher bin Ich nach Deutschland gekommen und möchte Ich weita einer Ausbildung zu lernen als IT-Systemkauffrau. Ich arbeit gans toll im Team und das mach SpaÃ, auÃerdem kann Ich auch selbständig arbeit. Ich freue mich und gerne von Ihr ein Bespracht einladung. Mit Freundlichen GruÃen Maria Schmidt",B1
"Maria Meier Stadt X, Müllergasse 1 Stadt X Computer-Spezialist OdenwaldstraÃe 5 Bonn Ein Platz für ""spätere Ausbildung"" als IT-Systemkauffrau. , ich habe mir eine Bekanten bei Ihre Firma gewissen dass gibt bei Ihn eine Frie Platz für Ausbildung. Ich habe mich sehr gefruet auf diser Platz. Deshalb möchte ich mich bewarben. Ich glaube es ist ein Richtung wo ich mich besser Bildet machen könnte. Ich habe auch Ihre Anzeige gelesen. Diese Anzeige gefällt mir so sehr Da gibt alles Information was brauche ich . Jetzt wollte ich meine ProsPeckte geben für Ihre Kenntnis. Ich habe Studium gemacht als Computer Science in Stadt Y in Indien. Denn habe ich zwei Jahre ein Job gehabt in Stadt Z und zuletzt arbeite ich von bis Jetzt ein Telekaffe. Ihre Anzeige ist für mich ein Gottest Geseck wenn Sie mich ein Platz riserviren könnte. Ich möchte gerne auch wissen ab wann Beginn dieser Ausbildung, wie viele Stunden Prowoche und Arbeitszeit. Ich möchte vorher Ihn Dankber wenn Sie mich züruck schreiben können. Viellen Dank und viellen GrüÃen Frau Meier Anlage.",B1
"Stadt X, 22 März 2010 Computer-Spezialist OdenwaldstraÃe 5 Bonn Betreff: Ihre Stelle fur ein Vertriebspraktikant , ich möchte mich bei Ihnen für die Stelle zum Vertriebspraktikant bewerben, wie gelesen in Ihre Anzeige in Computer Fachblatt von Für meine ausbildung zum Computer Programem an der Hochschule in Stadt X steht auch ein Praktikum aufs Program. Seit mehrere Jahren bin ich teilzeit bei einem Freund beschäftigd und kann damit schön erste erfahrungen nachweisen. Und naturlich kann ich mich mit den Englische Sprache gut aus. Ich möchte mich mit diese Stelle noch weiter berüflich ausbilden Freundlichkeit und Kundenservice sind ein wichtiger Teil davon Bei weitere Fragen stehe ich Ihnen gerne persöhnlich zu verfugung. Mit vielen Dank im Voraus, M. Meier Anhang: Lebenslauf Foto Zeugnisse",B1
"Julia Meier Müllergasse 12 a 1234 Stadt X Computer-Spezialist OdenwaldstraÃe 5 Bonn Stadt Y, Bewerbung um eine Praktikum als Vertriebspraktikant In Ihrer Anzeige von 01. Februar in der Allgemeinen Zeitung suchen Sie eine Praktikantin. Ich möchte mich um dieses Praktikum bewerben. Ich habe Betriebswirtschaft an der Universität Stadt Y studiert, in der Fächern Informatik, Contolling und Personalwesen. Ich spreche Ungarisch, Englisch, Spanisch und Deutsch. An einem Praktikum im Ihrem Haus, bin ich besonders interessiert, da ich glaube, dass sich hier meine theoretische Wissen durch praktische Erfahrungen weiter ausbauen kann. Zusätzlich habe ich Computer kenntnisse. Ich bin Flexibel und Mobil und arbeite gut im Team. Ihrer Firma hat ein sehr gute Ruf und ich möchte meine Praktikum in Deutschland zu machen, weil da ich auch die Möglichkeit habe meine Deutsch kenntnisse verbesseren und die Deutsche Arbeit und Mentalität besser kennen zu lernen. Ãber eine Einladung zu eine persönliches Vorstellungsgespräch würde ich mich sehr freuen.",B2
"Müller Maria Stadt X, 20 März 2010 Müllergasse 1 1234 Stadt X Computer-Spezialist Personalabteilung Odenwaldstrasse 5 Bonn Vertriebspraktikantenstelle im Ihrem Haus , Ich möchte mich bei Ihnen um eine vertriebspraktikantenstelle im Bereit als IT-Systemkaufmann bewerben, da ich nach meinem Studiumabschluss im Fach Systemkaufmann, in diesem bereich arbeiten möchte. Ich bin sehr Flexibel und Mobilität. Nachdem Schulabschluss mit sehr guten Noten habe ich begonnen Informatic Schwerpunkt mit Systemkaufmann, da ich für das examten auch ein Berufspraktikum nachweisern muss, habe ich grosses intresse in der Arbeit machen kann. Neben IT-Systemkaufmann, Studiere ich auch Germanistic. Aus diesem gründe möchte ich mein Praktikum in Deutschland machen, um so meine Sprachkentnisse in Deutsch zu verbessern. Ich will dazu noch erwähnen, das ich Mundlich und schriflich sehr gut ausdurücken kann. Ich würde mich sehr freuen, wenn eine Positive antwort gäbe.",B1
"Eva Maria Meier Winkelmann BahnhofsstraÃe 1 CH-1234 Stadt X Computer-Spezialist OdenwaldstraÃe 5 D- Bonn Stadt X, den 20. März 2010 Bewerbung als Vertriebspraktikantin Ihre Anzeige im Zeitschrift vom 19. März 2010 Sehr geehrte Frau, sehr geehrter Herr, Sie suchen eine Vertriebspraktikantin für Ihre Verkaufsabteilung in Ihrem Bonner Büro. Nach erfolgreichen AbschluÃ meines Studiums an der Hotelfachschule in Stadt Y würde ich gern mein Wissen und meine im Berufspraktika erworbenen Erfahrungen in Ihr Unternehmen einbringen. Ausserdem möchte ich mich später weiterbilden als IT-Systemkauffrau und bewerbe mich daher als Praktikantin. Mein Praktikum bei der Firma X in Stadt Z hat die Interesse für IT geweckt und hat mir gezeigt, dass ich gerne im Team arbeite und mir die übernahme umfangreichen organisatorischen Aufgabe liegt. Mit dem Eintritt in Ihr Unternehmen verbinde ich die Erwartung meine Deutschkenntnisse zu verbessern, und meine Erfahrungen mit grosser Motivation einbringen zu können. Die Tätigkeit könnte ich ab dem 1. April beginnen. Ãber die Einladung zu einem persönlichen Vorstellungsgespräch freue ich mich sehr. Mit freundlichen GrüÃen",B2
"Michael Meier Müllergasse 123 Stadt X Computer-Spezialist Odenwaldstrasse 5 Bonn Stadt X 20 März 2010. Vertriebspraktikant. Sehr geeherte Dammen und Herrn. ich bewerbe mich für die Praktikum Stelle in eure betrieb. ich bin jetzt Vorletzt Semestre von Studium. ich bin flexible und arbeite ich gerne in ein team; ich spreche Fränzosisch Englisch und flissend Deutsch. und weil ich ein Ausbildung im interculturelle Kommunication absolviert habe, ist mir KundenKontaK kein Fremdwort das Eure Firma ein gut ruf. hat macht mein interess noch grosser. Es werd mich sehr freuen Wenn ich die möglichkeit bekommen für ein baldige gespräch. Wie ich bin unter Diesem nummer Ereichbar Freundlich Grüss Michael Meier Auflage Ausweis Kopie Certificat",B1
"Julia Winkelmann Meier Müller Winkelsweg 12 CH 1234 Stadt X Computer-Spezialist Stadt Y, 20. März 2010 Odenwaldstrasse 5 Bonn Bewerbung aus Vertriebspraktikant Sehr geehrt Damen und Herren In Ihre Anzeiger in der Zeitschrift ""Perfekt Deutsch"", habe ich gelesen, dass Sie ein Vertriebspraktikant suchen. Aus diesem Grund möchte ich mich vorstellen. Ich bin 34 Jahre alte, verheiratet, und ein 5 jähriges Sohn. Ich habe eine Universität studiumabschluss als Portugiesisch und Spanisch-Lehrerin, spreche und schreibe Spanisch wie meine Zweitsprache. Dazu habe ich eine EDV-Zertifikate. Ich bin sehr flexibel, motiviert und arbeite gern in team. Als Informatik Lehrerin hatte ich 5 Jahre bei der Anstalte Hindelbanke gearbeitet. Zur Zeit arbeite ich als Vermittlerin bei der Tageselternverein in Stadt X. Ich werde sehr froh, wen ich mich personliche vorstellen kann.",B1
"20 Merz Computer Spezialist Obenwaldstrasse Laut inserat in Anzeige bewerbe ich mich um die freie Arbeistelle als Vertriebspraktikantin. Ich habe in Serbien die, Schule gelernt, und daher ist dieses Praktikum genau das Richtige für mich. Die Zusammenarbeit mit verschiedenen Leute und die Tätigkeiten einer Systemkauffrau bereitet mir grosse Freude Ich bin alten, kommunikativ und eine motivierte Person. Ich leibe es im Team zusammenarbeiten und schätze selbständige und abwechlungsreiche Arbeit. Ich halte mich für eine zeilstrebige, vertrauenswürdige und belastbare Person. Zuverlässigkeit und Pünktlichkeit sind für mich absoluten Selbstverständlichkeiten Ich bin überzeugt, dass sowohl meine Kentnise und Erfarungen ihren Anforderungen etsprechen wü-unreadable- Von diesem Praktikum erwarte ich eine fest stelle und dass ich später eine Ausbildung als ITSistemkauffrau machen kann. Ich möchte wissen wann soll ich beginnen wie ist Arbeitszeit und wie fiel ist -unreadable- der Stunde. Solter die Stelle noch zu besetzen ist, bin ich Ihnen dankbar für eine wohlwellende Ãberprüfung meiner Bewerbung.",B2
"Julia Schmidt BahnhofsstraÃe 12, App. 21 1234 Stadt X Bulgarien OdenwaldstraÃe 5 Bonn Bewerbung um ein Praktikum , Ihre Anzeige habe ich in Regionaler Zeitung gelesen und hat meine Interesse geweckt. Ich Studiere Informationtechnologie in der Technische Universität in Stadt X. Um meine Ausbildung abzuschliÃen muss ich ein Praktikum machen in darum bewerbe ich mich bei Ihnen Sie suchen ein Person mit Erfahrung und Kenntnisse in IT-Technologie brauche, Diese ihre Anforderungen erfülle ich. Neben meine Studium abreite ich als Verkauferin in ein groÃen Technologische Geschäft wo ich viel Technische und Kommunikation gesammelt habe Ich bin flexibel, beherrsche kommunikation fähigen. Mit freundlichen GrüÃen Julia Schmidt",B1
"Eva Meier, bahnhofstraÃe 12, 4321 Stadt X. tel. 012,345, an Vertriebspraktikantin Computer-Spezialist Odenwaldstrasse 5, Bon den, , Stadt Y Bewerbungsbrief in Ihrem Betrib ich möchte mich um die obengenannte Praktikum Stelle bewerben. Nach meinem Schulabschluss, mit sehr guten Noten, habe ich begonnen Kommunikationwissenschaften zu Studieren. Jetzt bin ich im vorletzten Semester. Für diese Verantwortungsvolle Aufgabe bringe alle Voraussetzungen mit, wie Sie aus meinem Lebenslauf und die Zeugnisse ersähen können. Neben Kommunikationswissenschaften habe ich Germanistik studiert. Aus diesem Grund möchte ich ein Praktikum in Ihrem Betrib machen, um so meinem Sprachkenntnisse zu verbessern. Ich will noch dazu erwähnen, dass ich recht gut mündlich und schriftlich auf Deutsch ausdrücken kann. Ich bin sehr Flexibel und Motiviert. Ich kann Prioritätet setzen. Ich hoffe mit diesen Angabe gedient zu haben und verbleibe mit Hoffnung auf eine Positiven bescheid von ihnen. Ãber eine Einladung zu einen Vorstellung geschprech wurde ich mich sehr freuen. Mit frendlichen GrüÃer Beilage: Lebenslauff Zeugnisse in Kopie. Eva Meier",B2
"Maria Meier BahnhofsstraÃe Stadt X Kosove Stadt X, Computer-Spezialist Odenwaldstrasse 5 Bonn Bewerbung um ein Praktikum Seehr Geehrte Damen und Herren Ich habe Fachhoch-Schule für Informatik an der Universität in Kosovo abgeschlossen. Während meines Studiums habe ich ein Praktikum in einer Firma gemacht. Jetzt arbeite ich aber nur 30% bei einer Firma in Stadt X Im Team in dem ich arbeite, gibtes Informatiker aus Deutschland die für ein Projekt gekommen sind Ich habe einen Intensiven Deutschkurs in Stadt X gemacht. Mein Ziel ist eine weitere Ausbildung im Informatik-ID-Systemkauffrau zu machen, und in einer Firma im Ausland Erfahrungen sammeln. Da im Kosovo eine Arbeitslosigkeit herrscht, ein Praktikum in ihrergrosse Firma wäre für mich eine grösse Chance für eine Stelle zu finden oder weiter zu studieren. Ich bin zuverlässig, Teamfähig, kommunikativ, sowie neugierieg, ich lerne viel Neues. Neben dem Albanisch, spreche ich Kroatisch, Englisch und im Deutsch habe ich gute Kenntnisse. Ich reise gerne, sehr oft bin ich Unterwegs, wenn ich Ruhe brauche lese ich ein Buch oder zeichne. Ich würde mich sehr freuen, wenn es eine Möglichkeit gäbe ein Praktikum bei Ihnen zu machen, und es sich mich melden würden. Liebe Grüsse Maria Meier Anlage: Lebenslauf Zeugnisse",B2
"Eva Julia Winkelmann Meier Müllergasse 1 1234 Stadt X Schweiz Computer-Spezialist Odenwaldstrasse 5 Bonn Stadt X, 20. März. 2010 Bewerbung um einem Praktikumsplatz als Verkäuferin. , am 17. März 2010 habe ich mit dem grossen Interesse in der Zeitung (Bund) Ihre Anzeigen gelesen. In der sie eine Praktikantin suchen. Ich heiÃe Eva Julia Winkelmann Meier. Ich bin 34 Jahr Alter. Ich bin Brasilianerin. Seit 3 Jahren wohne ich in der Schweiz mit meine Familie. In mein Land habe ich matur abgeschloss in Deitellhandfachfrau. ich arbeit gern in diese Branche, hier in der Schweiz habe ich bei Fust zwei Jahre gearbeitet. meine Kompentez bereich erworben. Es würde mich sehr freuen. Ihnen in einem Persönlich Gespräch, weitere Information über mich geben zu können. Für einen Termin stehe ich Ihnen unter de Telefonnummer . gerne zur Verfügung",B1
